0,1207,40.719810375488535,-74.00258103213994
1,67,40.60679958140643,-74.04416981025437
2,129,40.716161684843215,-73.88307005845945
4,4741,40.74010382743943,-73.98965835571289
5,7837,40.69042711809854,-73.95468677509598
6,3261,40.75159143134631,-73.9741214009634
7,7024,40.77942173066975,-73.95534113280371
8,1579,40.61915106755737,-74.03588760058483
10,5248,40.74348254,-73.994009
11,2702,40.74260751232707,-73.99270534515381
13,302,40.741190550641626,-73.98966309787518
14,3952,40.70458850287455,-74.00963933087027
15,496,40.86198150306815,-74.04790453737951
16,1401,40.82678953781387,-73.94950923509141
17,1057,40.75527487548953,-73.97880613803864
19,5545,40.73067679262482,-74.06567180055883
20,259,40.88302032878746,-74.0758752822876
21,6712,40.74281621210842,-74.00040610551176
23,2169,40.76067264603736,-74.00367709397945
24,264,40.736676,-73.98891
25,1830,40.79059946897114,-73.98023377661316
26,579,40.75230660947181,-73.971854320252
27,1000,40.655535144394925,-74.00862937888984
28,36,40.74186151409088,-73.98943362953369
29,1193,40.75094552248844,-74.00563392176072
31,16,40.73169799836348,-73.98922693741638
32,116,40.82650767315227,-73.95039081573486
33,1281,40.86283581665962,-74.19723987579346
34,7,40.74218830848454,-73.98792418909154
35,1075,40.90105786688402,-74.1507625579834
36,166,40.963240757086346,-74.09463109843134
38,242,40.74140750304299,-73.98843795061111
40,4424,40.77807780906056,-73.95449161535045
45,8509,40.68892998843297,-73.99566650390625
46,2005,40.727612,-74.007306
47,3407,40.77843896961532,-73.95451457533076
48,609,40.92431190858341,-73.99688829591487
49,18,40.76391920774746,-73.9731399591735
54,3337,40.80396497665877,-74.00513467434556
55,6474,40.785679,-73.972834
56,279,40.80204208379726,-74.00063278107605
59,5035,40.73971082815715,-73.9825179760415
60,1152,40.75099579556285,-73.99068832397461
61,21,40.75061379403183,-73.98856401443481
63,378,40.74710920467287,-74.15280867121942
64,146,40.73405557647634,-73.87084722518921
65,4216,40.75110145517336,-73.98130059242249
68,5507,40.76260087433227,-73.9660057027221
69,1882,40.69541297284045,-73.98732159326325
70,7383,40.67919,-73.995548
71,3418,40.80463955350257,-73.93786213355276
73,6374,40.747909213731006,-73.9838092828001
75,1455,40.71589126048056,-74.03416156768799
78,1675,40.745245,-73.982692
79,966,40.70473327890426,-73.98773789405823
80,1258,40.91220464465255,-74.01238511084367
81,2179,40.746976519995165,-73.98325258717293
82,262,40.91192343390238,-73.78237724304199
83,215,40.75951304689015,-73.83147239685059
84,2280,40.771046,-74.065758
85,863,40.72703111110143,-74.0348482131958
86,884,40.75141159824277,-73.97994107572931
87,4396,40.75539131865308,-73.974259146779
89,2873,40.725891,-73.79143081000001
90,1130,40.83162208784265,-74.13679361343384
91,8267,40.726045,-73.79091154388917
92,2233,40.715280885129175,-74.03639537384788
93,871,40.75821277375464,-73.98682594299316
95,8262,40.828602195433966,-73.87925863265991
96,3065,40.74546290596493,-73.99098305111815
98,254,40.8706300946324,-74.09792627389562
100,1563,40.744044646949455,-73.98373696088365
101,2131,40.67755881343268,-73.74452479795166
102,6265,40.67912093397046,-73.74992032813206
104,2,40.645089355976346,-73.7845230102539
105,2122,40.72284169882771,-73.9941164689654
106,1849,40.68006413170521,-73.76161876452181
107,2610,40.68083,-73.76331
108,2851,40.7462390539103,-73.98058960845994
109,6416,40.75931345761764,-73.97849478246809
110,7638,40.72828342000001,-73.987885
112,387,40.77352187640244,-73.95678520202637
114,1284,40.82358935335903,-74.22380201337529
115,5557,40.77834721,-73.980903
116,4133,40.824777351716186,-73.88307005845945
117,58,40.74828059076867,-73.98556262254715
118,622,40.58532514916689,-73.95202340155454
119,1693,40.74837050671544,-73.98568868637085
120,25,40.94175914870915,-74.01238511084367
121,572,40.61848447230498,-73.75366953292578
122,5794,40.94040013053161,-73.9621486173928
123,986,40.70242744248474,-73.99048447608948
125,1744,40.74277821468304,-73.99833798408508
128,56,40.73083612189599,-73.99764060974121
